run,lumisection,title,data
297050,106,adc_PXDisk_-1,"[0.0, 2905.0, 7200.0, 17399.0, 75237.0, 165916.0, 344667.0, 236705.0, 306583.0, 214798.0, 229457.0, 134610.0, 162429.0, 134626.0, 146659.0, 92860.0, 100807.0, 98534.0, 92188.0, 61585.0, 71590.0, 52750.0, 58081.0, 35122.0, 37685.0, 36514.0, 33705.0, 20709.0, 24603.0, 19691.0, 20985.0, 13917.0, 217994.0, 0.0]"
297050,107,adc_PXDisk_-1,"[0.0, 3045.0, 7895.0, 19070.0, 83365.0, 184033.0, 383753.0, 264009.0, 340551.0, 238058.0, 255640.0, 149489.0, 180271.0, 149113.0, 163474.0, 102994.0, 111710.0, 109127.0, 101740.0, 68237.0, 79508.0, 59133.0, 64743.0, 38958.0, 41882.0, 40661.0, 37559.0, 23061.0, 26999.0, 21629.0, 23217.0, 15463.0, 239112.0, 0.0]"
297050,108,adc_PXDisk_-1,"[0.0, 3152.0, 8327.0, 20042.0, 87001.0, 191260.0, 399061.0, 274714.0, 356072.0, 249738.0, 267083.0, 156904.0, 188300.0, 156264.0, 170199.0, 107841.0, 116764.0, 114616.0, 107646.0, 72040.0, 82774.0, 61693.0, 67475.0, 41333.0, 43666.0, 42342.0, 39371.0, 23836.0, 28544.0, 22236.0, 24016.0, 15938.0, 250389.0, 0.0]"
297050,109,adc_PXDisk_-1,"[0.0, 2984.0, 7829.0, 18969.0, 83362.0, 183497.0, 381681.0, 262006.0, 338184.0, 237039.0, 255176.0, 150008.0, 179121.0, 149877.0, 162723.0, 103318.0, 111076.0, 109086.0, 102147.0, 67983.0, 79058.0, 58477.0, 63952.0, 39036.0, 41760.0, 40140.0, 37570.0, 22857.0, 27280.0, 21788.0, 22967.0, 15289.0, 238328.0, 0.0]"
297050,110,adc_PXDisk_-1,"[0.0, 3244.0, 8448.0, 20253.0, 86716.0, 191754.0, 398665.0, 272871.0, 352983.0, 247095.0, 263918.0, 155084.0, 187129.0, 155033.0, 168782.0, 107088.0, 115107.0, 113175.0, 106066.0, 70577.0, 82304.0, 61261.0, 66860.0, 40671.0, 43471.0, 42078.0, 39488.0, 23698.0, 28307.0, 22702.0, 23928.0, 16046.0, 251323.0, 0.0]"
297050,111,adc_PXDisk_-1,"[0.0, 2998.0, 7771.0, 19329.0, 83115.0, 183536.0, 381231.0, 262887.0, 341485.0, 238907.0, 255135.0, 149984.0, 180064.0, 148875.0, 162393.0, 102917.0, 111220.0, 109503.0, 102794.0, 68911.0, 78907.0, 59138.0, 64026.0, 39201.0, 41748.0, 40495.0, 37671.0, 22825.0, 27275.0, 21782.0, 22921.0, 15556.0, 239374.0, 0.0]"
297050,112,adc_PXDisk_-1,"[0.0, 2982.0, 7856.0, 19259.0, 83523.0, 185534.0, 386255.0, 266630.0, 344504.0, 241803.0, 259113.0, 151367.0, 181789.0, 150427.0, 165176.0, 104811.0, 113311.0, 110710.0, 103231.0, 69213.0, 79417.0, 59429.0, 65570.0, 39133.0, 42266.0, 41204.0, 38019.0, 23324.0, 27473.0, 21986.0, 23343.0, 15254.0, 241582.0, 0.0]"
297050,113,adc_PXDisk_-1,"[0.0, 2916.0, 7901.0, 19048.0, 83165.0, 182255.0, 378626.0, 260163.0, 335851.0, 234628.0, 252748.0, 147787.0, 177739.0, 146933.0, 160640.0, 101523.0, 110105.0, 106943.0, 100820.0, 67523.0, 78263.0, 58353.0, 63484.0, 38621.0, 40925.0, 39914.0, 37496.0, 22393.0, 26624.0, 21547.0, 22750.0, 15031.0, 237817.0, 0.0]"
297050,505,adc_PXDisk_-1,"[0.0, 2770.0, 7193.0, 17565.0, 74267.0, 162820.0, 332186.0, 226019.0, 287351.0, 199321.0, 212932.0, 126777.0, 151132.0, 125639.0, 137262.0, 87220.0, 93854.0, 92440.0, 86106.0, 57760.0, 66680.0, 49706.0, 54254.0, 33256.0, 34858.0, 34407.0, 31346.0, 19582.0, 23262.0, 18321.0, 19328.0, 12967.0, 203610.0, 0.0]"
297050,506,adc_PXDisk_-1,"[0.0, 2784.0, 7382.0, 17820.0, 75609.0, 164850.0, 334643.0, 226759.0, 287511.0, 200255.0, 213175.0, 126062.0, 152046.0, 126046.0, 137037.0, 86782.0, 94029.0, 92466.0, 86248.0, 57896.0, 66337.0, 49863.0, 54299.0, 33568.0, 35121.0, 33894.0, 31831.0, 19172.0, 22885.0, 18340.0, 19493.0, 12969.0, 203815.0, 0.0]"
297050,507,adc_PXDisk_-1,"[0.0, 2757.0, 7585.0, 18704.0, 79692.0, 173683.0, 353261.0, 238676.0, 303963.0, 211736.0, 226123.0, 134750.0, 159743.0, 133208.0, 144829.0, 92175.0, 99155.0, 97479.0, 90722.0, 61457.0, 70676.0, 52930.0, 57257.0, 34913.0, 37186.0, 36400.0, 33491.0, 20389.0, 24071.0, 19459.0, 20448.0, 13673.0, 215797.0, 0.0]"
297050,508,adc_PXDisk_-1,"[0.0, 2810.0, 7678.0, 18745.0, 79075.0, 172903.0, 353727.0, 239940.0, 305420.0, 211543.0, 226372.0, 134072.0, 160945.0, 133380.0, 145464.0, 92763.0, 99334.0, 98313.0, 90972.0, 61179.0, 71056.0, 53045.0, 57288.0, 35102.0, 37221.0, 36312.0, 33569.0, 20483.0, 24075.0, 19652.0, 20521.0, 13599.0, 217264.0, 0.0]"
